	polarity	word
3305	positive	cardigan
3306	positive	cardinal
3307	negative	cardiomyopathie
3308	positive	caresse
3309	positive	caresser
3310	positive	carex
3311	positive	cargaison
3312	positive	caribou
3313	negative	caricature
3314	negative	caricaturer
3315	negative	carie
3316	positive	carillon
3317	positive	carillonnement
3318	positive	carillonner
3319	positive	carlin
3320	positive	carnation
3321	positive	carnet
3322	negative	carnivore
3323	negative	carquois
3324	positive	carrer
3325	positive	carreau
3326	positive	carrelage
3327	positive	carreler
3328	positive	carrément
3329	positive	carrossage
3330	positive	carrousel
3331	positive	carrure
3332	positive	cartable
3333	positive	carte
3334	negative	cartel
3335	negative	carter
3336	negative	cartilage
3337	positive	cartographie
3338	positive	cartographique
3339	positive	carton
3340	negative	cartouche
3341	positive	caséine
3342	positive	caserne
3343	positive	casier
3344	positive	casino
3345	positive	casque
3346	positive	casquette
3347	negative	cassable
3348	negative	casser
3349	negative	cassant
3350	positive	casse croûte
3351	negative	casse pied
3352	positive	casse tête
3353	positive	casserole
3354	positive	cassette
3355	positive	cassette vidéo
3356	negative	caste
3357	negative	castrer
3358	positive	catabolisme
3359	negative	cataclysme
3360	negative	cataire
3361	positive	catalogue
3362	positive	catalyse
3363	positive	catalytique
3364	positive	catamaran
3365	negative	catapulte
3366	negative	catapulter
3367	negative	cataracte
3368	positive	catéchisme
3369	positive	catégorie
3370	positive	cathartique
3371	positive	cathédrale
3372	negative	cathéter
3373	positive	catholique
3374	negative	cauchemar
3375	negative	caudal
3376	negative	causal
3377	negative	causalité
3378	negative	causation
3379	negative	causer
3380	positive	caution
3381	negative	cavaler
3382	positive	cavalerie
3383	positive	caveau
3384	negative	caverne
3385	negative	caverneux
3386	negative	cavité
3387	positive	cayenne
3388	positive	ce qui précéder
3389	negative	cécité
3390	positive	céder
3391	negative	ceinture
3392	negative	ceinturer
3393	positive	célébrant
3394	positive	célébration
3395	positive	célèbre
3396	positive	célébrer
3397	negative	célibat
3398	negative	célibataire
3399	positive	cellulaire
3400	negative	cellule
3401	positive	celluloïde
3402	negative	cendre
3403	negative	cendrer
3404	negative	censeur
3405	negative	censurer
3406	positive	cent
3407	positive	cent douze livre
3408	positive	cent livre
3409	positive	centaine
3410	positive	centenaire
3411	positive	centième
3412	positive	centime
3413	positive	centimètre
3414	positive	central
3415	positive	centralement
3416	positive	centrale
3417	positive	centralisation
3418	positive	centraliser
3419	positive	centralité
3420	positive	centre
3421	positive	centre commercial
3422	negative	centre de détention
3423	positive	centrer
3424	positive	centrifuge
3425	positive	centrifuger
3426	positive	centrifugeuse
3427	positive	centurion
3428	negative	céphalée
3429	positive	céramique
3430	positive	cerceau
3431	positive	cercle
3432	negative	cercueil
3433	positive	céréale
3434	positive	céréalier
3435	positive	cérébral
3436	positive	cérémonial
3437	positive	cérémonie
3438	positive	cerf
3439	positive	cerf volant
3440	positive	cerise
3441	negative	cerner
3442	positive	certificat
3443	positive	certifier
3444	positive	certitude
3445	negative	cérumen
3446	positive	cerveau
3447	positive	cervelle
3448	negative	cessation
3449	positive	cession
3450	positive	cessionnaire
3451	positive	ceuillie
3452	positive	chacunes
3453	positive	chacuns
3454	negative	chagrin
3455	negative	chaîne
3456	negative	chair
3457	positive	chaire
3458	positive	chaise
3459	positive	châle
3460	positive	chalet
3461	positive	chaleur
3462	positive	chaleureux
3463	positive	chaleureusement
3464	negative	challenge
3465	positive	chalut
3466	positive	chalutier
3467	negative	chamaillerie
3468	negative	chaman
3469	positive	chambre
3470	positive	chambre à coucher
3471	positive	chambre fort
3472	positive	chambre libre
3473	positive	chameau
3474	positive	champ
3475	negative	champ de bataille
3476	positive	champagne
3477	positive	champion champion
3478	positive	chance
3479	negative	chanceler
3480	negative	chancelant
3481	positive	chancelier
3482	negative	chancre
3483	positive	chandelier
3484	positive	chandler
3485	positive	changeable
3486	positive	changeant
3487	positive	changer
3488	positive	changeur
3489	positive	chanson
3490	positive	chansonnette
3491	positive	chant
3492	positive	chant de noël
3493	negative	chantage
3494	positive	chanter en ch?ur
3495	positive	chanvre
3496	negative	chaos
3497	positive	chapeau
3498	positive	chapelain
3499	positive	chapelet
3500	positive	chapelle
3501	positive	chapiteau
3502	positive	chapitre
3503	positive	char
3504	negative	charabia
3505	negative	charbon
3506	negative	charbon de bois
3507	negative	charbon ardent
3508	negative	charcuter
3509	negative	charcutier
3510	positive	chardon
3511	negative	charger
3512	positive	chargement
3513	positive	charger qqn de faire qch
3514	positive	chargeur
3515	positive	chariot
3516	positive	charitable
3517	positive	charité
3518	negative	charlatan
3519	positive	charmer
3520	positive	charmant
3521	positive	charmeur
3522	positive	charnière
3523	negative	charnu
3524	negative	charognard
3525	positive	charpenter
3526	positive	charpentier
3527	negative	charpir
3528	positive	charretier
3529	positive	charrette
3530	positive	charrier
3531	positive	charrue
3532	positive	charte
3533	negative	chasser
3534	negative	chasse
3535	positive	chasteté
3536	positive	chat
3537	negative	chat sauvage
3538	positive	chat tigré
3539	positive	châtaigne
3540	positive	châtaignier
3541	positive	châtain
3542	positive	château
3543	negative	châtiment
3544	positive	chatoiement
3545	positive	chaton
3546	positive	chatouillement
3547	positive	chatouiller
3548	negative	chatouilleux
3549	positive	chat|chatte
3550	positive	chaud
3551	positive	chaud|chaude
3552	positive	chaudière
3553	positive	chauffage
3554	positive	chauffer
3555	positive	chauffe eau
3556	positive	chauffeur
3557	positive	chaumière
3558	positive	chausser
3559	positive	chaussette
3560	positive	chausseur
3561	positive	chausson
3562	positive	chaussure
3563	negative	chauve
3564	negative	chauve souris
3565	negative	chavirer
3566	positive	check list
3567	positive	cheesecake
3568	positive	chef d équipe
3569	positive	chef d orchestre
3570	positive	chef opérateur
3571	positive	chemin de fer
3572	positive	cheminer
3573	positive	cheminement
3574	positive	chemise
3575	positive	chemisier
3576	positive	chêne
3577	negative	chenil
3578	negative	chenille
3579	positive	chèque
3580	positive	chercher
3581	negative	chère
3582	positive	chérir
3583	negative	cher
3584	positive	cheval
3585	positive	cheval de course
3586	negative	cheval sauvage
3587	positive	chevalerie
3588	positive	chevalet
3589	positive	chevalier
3590	positive	chevaucher
3591	negative	chevauchement
3592	positive	cheveu
3593	positive	cheville
3594	positive	chèvre
3595	positive	chèvrefeuille
3596	negative	chevreuil
3597	positive	chevron
3598	positive	chevronner
3599	positive	chewing gum
3600	positive	chic
3601	negative	chichi
3602	positive	chien
3603	positive	chien de garde
3604	negative	chien|chienne
3605	negative	chiffonner
3606	positive	chiffre
3607	positive	chignon
3608	negative	chimère
3609	positive	chimie
3610	positive	chimiste
3611	positive	chine
3612	negative	chinook
3613	positive	chiot
3614	negative	chiquer
3615	negative	chirurgie
3616	negative	chloroforme
3617	negative	choc
3618	negative	chochotte
3619	positive	chocolat
3620	positive	ch?ur
3621	positive	choisir
3622	positive	choix
3623	negative	choléra
3624	negative	choper
3625	positive	choral
3626	positive	chorale
3627	negative	chose
3628	positive	chou
3629	negative	choucroute
3630	positive	chouette
3631	positive	chromatique
3632	positive	chromatographie
3633	positive	chromosome
3634	positive	chronique
3635	positive	chronographe
3636	positive	chronologique
3637	positive	chronomètre
3638	negative	chuchoter
3639	negative	chuchotement
3640	negative	chut
3641	negative	chuter
3642	positive	chutney
3643	positive	ci joindre
3644	negative	cible
3645	negative	cibler
3646	negative	cicatrice
3647	positive	cicatrisation
3648	positive	cicatriser
3649	positive	cidre
3650	positive	ciel
3651	positive	cierge
3652	positive	cieux
3653	negative	cigare
3654	negative	cigarette
3655	negative	ciguë
3656	negative	cil
3657	positive	cime
3658	positive	ciment
3659	negative	cimenter
3660	negative	cimetière
3661	positive	cinéma
3662	positive	cinématique
3663	positive	cinématographie
3664	negative	cinglant
3665	positive	cirage
3666	negative	circoncision
3667	positive	circonférence
3668	positive	circonférentiel
3669	negative	circonscrire
3670	positive	circonstance
3671	positive	circonstanciel
3672	positive	circonvolution
3673	positive	circuit
3674	positive	circulaire
3675	positive	circuler
3676	positive	cirer
3677	negative	cireux
3678	negative	cirque
3679	negative	cirrus
3680	negative	cisaille
3681	negative	ciseau
3682	negative	ciseler
3683	positive	citadelle
3684	negative	citation à comparaître
3685	positive	cité
3686	negative	citer à comparaître
3687	negative	citrine
3688	negative	citron
3689	positive	civet
3690	negative	civière
3691	positive	civilisation
3692	positive	civiliser
3693	positive	civilité
3694	positive	civique
3695	positive	clair
3696	positive	clair de lune
3697	positive	claire
3698	positive	clairière
3699	positive	clairon
3700	negative	clairsemer
3701	negative	clamer
3702	negative	clameur
3703	positive	clan
3704	negative	clandestin
3705	negative	clandestinement
3706	negative	clapet
3707	negative	clapier
3708	negative	claque
3709	negative	claquer
3710	positive	clarifier
3711	positive	clarinette
3712	positive	clarté
3713	positive	classer
3714	positive	classe
3715	positive	classeur
3716	positive	classique
3717	positive	clause
3718	positive	clause restrictif
3719	positive	clavecin
3720	positive	clé
3721	positive	clé en main
3722	positive	clef de voûte
3723	positive	clémence
3724	positive	clergé
3725	positive	clic
3726	positive	clientèle
3727	positive	clignement du ?il
3728	positive	cligner du ?il
3729	negative	clignotant
3730	positive	clignoter
3731	positive	climat
3732	positive	climatologie
3733	negative	clinquant
3734	positive	clip
3735	negative	clipper
3736	positive	clique
3737	positive	cliquer sur
3738	positive	cliquet
3739	negative	cliqueter
3740	negative	cliquetis
3741	negative	clivage
3742	negative	clochard
3743	positive	cloche
3744	positive	clocher
3745	negative	cloître
3746	negative	cloque
3747	negative	clôturer
3748	negative	clou
3749	positive	clou de finition
3750	negative	clou de girofle
3751	negative	clouter
3752	positive	clown
3753	positive	club
3754	positive	club house
3755	positive	coã¯ncidence
3756	negative	coagulation
3757	negative	coaguler
3758	positive	coalition
3759	negative	coassement
3760	negative	coasser
3761	negative	cobalt
3762	negative	cobra
3763	negative	coca
3764	negative	cocaã¯ne
3765	positive	cocarde
3766	negative	coche
3767	negative	cochon
3768	positive	cockpit
3769	positive	cocktail
3770	positive	cocon
3771	negative	cocu
3772	positive	codex
3773	positive	codification
3774	positive	codifier
3775	positive	coefficient
3776	negative	coercition
3777	positive	c?ur
3778	positive	coexister
3779	positive	coexistence
3780	negative	coffre
3781	positive	coffre fort
3782	positive	cognition
3783	positive	cohabitation
3784	positive	cohérent
3785	positive	cohorte
3786	positive	coiffure
3787	positive	coin du feu
3788	negative	coin coin
3789	negative	coincer
3790	negative	coincement
3791	positive	coïncident
3792	positive	coïncider
3793	negative	coke
3794	positive	col
3795	positive	col roulé
3796	negative	colère
3797	positive	colibri
3798	negative	colique
3799	positive	colis
3800	negative	collage
3801	negative	collante
3802	positive	collatéral
3803	positive	collation
3804	positive	collationner
3805	positive	colle
3806	positive	collection
3807	positive	collectionner
3808	positive	collectivement
3809	positive	collège
3810	positive	collégien
3811	positive	collègue
3812	positive	collerette
3813	positive	colley
3814	positive	collier
3815	positive	colline
3816	negative	collision
3817	positive	collocation
3818	positive	colloque
3819	negative	collusion
3820	positive	colombe
3821	positive	colombier
3822	negative	colon
3823	negative	côlon
3824	positive	colonel
3825	negative	colonial
3826	negative	colonie
3827	positive	colonnaire
3828	positive	colonne
3829	positive	colonne vertébral
3830	positive	colophon
3831	positive	colorant
3832	positive	coloration
3833	positive	colorer
3834	positive	colorier
3835	positive	colossal
3836	negative	colportage
3837	negative	colporter
3838	negative	coma
3839	negative	combat
3840	negative	combatif
3841	negative	combattre
3842	positive	combinaison
3843	positive	combinatoire
3844	positive	combiner
3845	positive	combler
3846	positive	combustible
3847	negative	combustion
3848	positive	comédien
3849	positive	comestible
3850	positive	comète
3851	positive	comité
3852	positive	commander
3853	positive	commande
3854	positive	commandement
3855	positive	commandeur
3856	positive	commémoration
3857	positive	commémorer
3858	positive	commencer
3859	positive	commentaire
3860	positive	commenter
3861	negative	commérage
3862	positive	commerce
3863	positive	commercial
3864	positive	commercialisable
3865	positive	commercialiser
3866	negative	commère
3867	negative	commérer
3868	positive	commettre
3869	positive	commissaire
3870	positive	commissaire priseur
3871	positive	commissariat
3872	positive	commissionner
3873	positive	commodité
3874	positive	commodore
3875	positive	commonwealth
3876	negative	commotion
3877	negative	commotion cérébral
3878	positive	commuer
3879	positive	communauté
3880	positive	commune
3881	positive	communément
3882	positive	communicable
3883	positive	communication
3884	positive	communier
3885	positive	communion
3886	positive	communiquer
3887	negative	communisme
3888	negative	communiste
3889	positive	commun|communs
3890	positive	commutateur
3891	positive	commutatif
3892	positive	commutation
3893	positive	commuter
3894	positive	compactage
3895	positive	compagne
3896	positive	compagnie
3897	positive	compagnie aérien
3898	positive	compagnon
3899	positive	comparable
3900	negative	comparaison
3901	positive	comparatif
3902	positive	compartiment
3903	positive	compas
3904	positive	compatibilité
3905	positive	compatible
3906	positive	compatir
3907	positive	compatissant
3908	positive	compatissante
3909	positive	compatissantes
3910	positive	compatissants
3911	positive	compatriote
3912	positive	compensation
3913	positive	compensatoire
3914	positive	compenser
3915	positive	compétent
3916	negative	compétition
3917	positive	compilation
3918	positive	compiler
3919	negative	complaindre
3920	positive	complaisance
3921	negative	complaire
3922	negative	complaisant
3923	positive	complément
3924	positive	complémentaire
3925	positive	complet
3926	positive	compléter
3927	negative	complexe
3928	negative	complexité
3929	negative	complication
3930	positive	complice
3931	positive	complicité
3932	positive	compliment
3933	positive	complimenter
3934	negative	compliquer
3935	negative	complot
3936	positive	comportement
3937	positive	comporter
3938	positive	composant
3939	positive	composante
3940	negative	composer
3941	positive	composé de constituer de
3942	positive	composer un numéro
3943	positive	composite
3944	positive	composition
3945	negative	compost
3946	negative	composter
3947	positive	compréhensif
3948	positive	compréhension
3949	positive	comprendre
3950	negative	compresser
3951	negative	compressible
3952	negative	comprimer
3953	positive	compromettre
3954	positive	comptabilité
3955	positive	comptable
3956	negative	compte à rebours
3957	positive	compter rendre
3958	positive	compte tour
3959	positive	compter
3960	negative	compter à rebours
3961	positive	compte
3962	positive	compteur de vitesse
3963	negative	comptoir
3964	negative	compulsion
3965	positive	comte
3966	positive	comté
3967	negative	con
3968	positive	concaténation
3969	positive	concave
3970	positive	concentration
3971	positive	concentrer
3972	positive	concentrique
3973	positive	concepteur
3974	positive	conception
3975	negative	concerner
3976	positive	concert
3977	positive	concession
3978	positive	concessionnaire
3979	positive	concevable
3980	positive	concierge
3981	positive	conciliation
3982	positive	concis
3983	positive	concision
3984	positive	conclave
3985	positive	conclure
3986	positive	conclusion
3987	positive	concoction
3988	positive	concomitance
3989	positive	concomitant
3990	positive	concordance
3991	positive	concorder
3992	positive	concourir
3993	negative	concours
3994	positive	concrétiser
3995	positive	concubinage
3996	negative	concurrence
3997	negative	condamnation
3998	negative	condamner
3999	positive	condensation
4000	positive	condenser
4001	negative	condescendance
4002	negative	condescendre
4003	negative	condescendant
4004	positive	condiment
4005	positive	condition préalable
4006	negative	conditionner
4007	positive	condition
4008	positive	condoléance
4009	positive	conducteur
4010	positive	conduction
4011	positive	conductivité
4012	positive	conduire
4013	positive	conduire de cheminée
4014	positive	cône
4015	positive	confectionner
4016	positive	confédération
4017	positive	confédérer
4018	positive	conférence
4019	positive	conférencier
4020	positive	conférer
4021	positive	confessionnal
4022	positive	confession
4023	positive	confiance
4024	positive	confier
4025	positive	confiant
4026	positive	confidentiellement
4027	positive	configuration
4028	negative	confiner
4029	positive	confins
4030	positive	confirmation
4031	positive	confirmer
4032	positive	confire
4033	negative	confiscation
4034	negative	confisquer
4035	positive	confiture
4036	negative	conflagration
4037	negative	conflictuel
4038	positive	confluence
4039	positive	confluent
4040	negative	confondre
4041	positive	conformation
4042	positive	conforme
4043	positive	conformité
4044	positive	confort
4045	positive	confortable
4046	positive	conforter
4047	positive	confraternel
4048	positive	confrère
4049	positive	confrérie
4050	negative	confrontation
4051	negative	confronter
4052	negative	confusion
4053	negative	congédier
4054	positive	congélateur
4055	negative	congélation
4056	negative	congeler
4057	negative	congénital
4058	positive	congé
4059	negative	congestion
4060	positive	conglomérat
4061	positive	conglomérer
4062	positive	congratulateur
4063	positive	congrégation
4064	positive	congrès
4065	positive	congruence
4066	positive	conique
4067	positive	conjecturer
4068	positive	conjoindre
4069	positive	conjointement
4070	positive	conjonctif
4071	positive	conjonction
4072	positive	conjonctive
4073	positive	conjoncture
4074	positive	conjugaison
4075	positive	conjugal
4076	positive	conjuguer
4077	positive	connaissance
4078	negative	connard
4079	negative	connerie
4080	positive	connexion
4081	positive	connaître de tout le monde
4082	positive	conquérir
4083	negative	conquête
4084	positive	consacrer
4085	negative	consanguin
4086	positive	consciemment
4087	positive	conscience
4088	positive	conscient
4089	negative	conscription
4090	positive	consécration
4091	positive	conseil
4092	positive	consentir
4093	positive	consentant
4094	positive	conséquence
4095	positive	conserver
4096	negative	conservatisme
4097	positive	conservatoire
4098	positive	considérable
4099	positive	considérablement
4100	positive	considérer
4101	positive	consignataire
4102	positive	consignation
4103	negative	consigner
4104	positive	consistance
4105	positive	consolation
4106	positive	console
4107	positive	consoler
4108	positive	consolidation
4109	positive	consolider
4110	positive	consommer
4111	positive	consommation
4112	positive	consonne
4113	positive	consort
4114	positive	constable
4115	positive	constance
4116	positive	constant
4117	positive	constater
4118	positive	constellation
4119	negative	constipation
4120	positive	constituant
4121	positive	constituer
4122	positive	constitution
4123	positive	constitutionnalité
4124	positive	constructeur
4125	positive	construction
4126	positive	construire
4127	positive	consul
4128	positive	consultation
4129	positive	consulter
4130	negative	consumation
4131	positive	contact
4132	positive	contacter
4133	negative	contagion
4134	negative	contamination
4135	negative	contaminer
4136	positive	contemplatif
4137	positive	contemplation
4138	positive	contempler
4139	positive	contenance
4140	positive	contentement
4141	positive	contenter
4142	negative	contentieux
4143	positive	contenir
4144	negative	contester
4145	positive	contexte
4146	positive	contigu
4147	positive	contiguës
4148	positive	contiguïté
4149	positive	continence
4150	positive	continent
4151	positive	continental
4152	negative	contingence
4153	negative	contingent
4154	positive	continu
4155	positive	continuation
4156	positive	continuer
4157	positive	continuellement
4158	positive	continuité
4159	negative	contondant
4160	positive	contour
4161	positive	contracter
4162	positive	contractile
4163	positive	contraction
4164	negative	contradiction
4165	negative	contradictoire
4166	negative	contrairement
4167	negative	contrairement à
4168	negative	contraire
4169	positive	contralto
4170	negative	contrariété
4171	negative	contraster
4172	negative	contravention
4173	negative	contre
4174	negative	contre nature
4175	negative	contre son gré
4176	negative	contre torpilleur
4177	positive	contrebalancer
4178	negative	contrebande
4179	negative	contredire
4180	negative	contrefaçon
4181	positive	contrefaire
4182	positive	contrefort
4183	negative	contrer
4184	negative	contresens
4185	positive	contribuer
4186	positive	contributeur
4187	positive	contrôler
4188	positive	contrôleur
4189	negative	controverse
4190	negative	controverser
4191	negative	contusion
4192	positive	convaincant
4193	positive	convaincre
4194	positive	convalescence
4195	positive	convalescent
4196	positive	convection
4197	positive	convenable
4198	positive	convention
4199	positive	convenir
4200	positive	convergence
4201	positive	convergent
4202	positive	converger
4203	positive	converser
4204	positive	conversation
4205	positive	conversationnel
4206	positive	conversion
4207	positive	convertir
4208	positive	convertible
4209	positive	convexe
4210	positive	convexité
4211	positive	convier
4212	positive	convive
4213	positive	convivialité
4214	positive	convoi
4215	positive	convoiter
4216	positive	convoyer
4217	positive	cool
4218	positive	coopérant
4219	positive	coopératif
4220	positive	coopération
4221	positive	coopérative
4222	positive	coopérer
4223	positive	coordonner
4224	negative	copie
4225	negative	copier
4226	negative	copieux
4227	positive	copyright
4228	negative	coq
4229	positive	coque
4230	positive	coquelicot
4231	negative	coqueluche
4232	negative	coquin
4233	negative	cor
4234	positive	corail
4235	negative	corbillard
4236	positive	corde à linge
4237	positive	cordon
4238	positive	cordonnier
4239	negative	corne
4240	positive	corner
4241	negative	corneille
4242	positive	cornemuse
4243	positive	cornet
4244	positive	corniche
4245	positive	corollaire
4246	positive	coroner
4247	positive	corporation
4248	positive	corps législatif
4249	positive	corpulent
4250	positive	corpus
4251	positive	corral
4252	positive	correct
4253	positive	correctement
4254	positive	correcteur
4255	negative	correction
4256	positive	corrélatif
4257	positive	corrélation
4258	positive	correspondance
4259	positive	correspondre
4260	positive	correspondre à
4261	positive	corridor
4262	positive	corroboration
4263	positive	corroborer
4264	negative	corrompre
4265	negative	corrosif
4266	negative	corrosion
4267	negative	corrovsive
4268	negative	corrupteur
4269	negative	corruption
4270	positive	corsage
4271	positive	cortège
4272	positive	cortex
4273	positive	cortical
4274	negative	corvée
4275	positive	corvette
4276	positive	cosmétique
4277	positive	cosmique
4278	positive	cosmologie
4279	positive	cosmopolite
4280	positive	cosmos
4281	positive	cosse
4282	positive	costume
4283	negative	côtelette
4284	positive	cotisation
4285	positive	coton
4286	positive	cotonneux
4287	positive	cottage
4288	positive	cou
4289	positive	couche de finition
4290	negative	couche culotte
4291	negative	coucher
4292	positive	coucher de soleil
4293	positive	coucher du soleil
4294	positive	couchette
4295	negative	coucou
4296	negative	coude
4297	positive	coudre
4298	negative	couenne
4299	positive	couette
4300	negative	couguar
4301	negative	couinement
4302	negative	couiner
4303	negative	couler
4304	positive	couleur
4305	positive	couleur prune
4306	negative	coulisser
4307	negative	coulissant
4308	positive	couloir
4309	negative	coup d état
4310	negative	coup de balai
4311	positive	coup de chance extraordinaire
4312	negative	coup de couteau
4313	positive	coup de fil
4314	negative	coup de foudre
4315	negative	coup de fouet
4316	negative	coup de langue
4317	negative	coup de pied
4318	negative	coup de poing
4319	negative	coup de vent
4320	negative	coup sec
4321	negative	coupable
4322	negative	couper en deux
4323	positive	couper le cheveu
4324	positive	coupe de cheveu
4325	negative	couper
4326	positive	couper en dé
4327	positive	couper en gros morceau
4328	negative	couper en tranche
4329	positive	couple
4330	positive	coupler
4331	negative	couple mal assortir
4332	positive	couplet
4333	positive	coupole
4334	positive	coupon
4335	negative	coup
4336	negative	coupure
4337	positive	couramment
4338	negative	courir d air
4339	positive	courante
4340	positive	courant
4341	negative	courbatu
4342	negative	courbaturer
4343	positive	courir
4344	negative	courir après
4345	positive	couronnement
4346	positive	couronner
4347	positive	courriel
4348	negative	courroux
4349	positive	cour|cours
4350	positive	cour|cours d eau
4351	positive	course
4352	positive	course à pied
4353	positive	coursier
4354	negative	court
4355	positive	courtage
4356	positive	courtiser
4357	positive	courtois
4358	positive	courtoisie
4359	positive	coussin
4360	negative	coût
4361	negative	couteau
4362	negative	coûter
4363	negative	coûteux
4364	positive	coutume
4365	positive	couture
4366	positive	couturière
4367	positive	couver
4368	positive	couvent
4369	positive	couvercle
4370	positive	couvrir
4371	positive	couvrante
4372	positive	couvrant
4373	positive	couvrir chef
4374	negative	couvrir feu
4375	positive	couvrir de chaume
4376	negative	coyote
4377	negative	crabe
4378	negative	cracher
4379	negative	crachin
4380	positive	cracker
4381	positive	craie
4382	negative	craindre
4383	negative	craintivement
4384	negative	cramoisir
4385	negative	crampe
4386	positive	cranter
4387	negative	crapaud
4388	negative	crapule
4389	negative	craquement
4390	negative	craquer
4391	negative	crash
4392	negative	crasse
4393	negative	cratère
4394	positive	cravate
4395	positive	crayon
4396	positive	crayon à papier
4397	positive	crayonner
4398	positive	crayon de couleur
4399	positive	crayon gras
4400	positive	créancier hypothécaire
4401	positive	créatif
4402	positive	création
4403	negative	créature
4404	positive	crèche
4405	positive	crédibilité
4406	positive	crédible
4407	positive	crédit
4408	positive	créditer
4409	positive	créditeur
4410	positive	credo
4411	negative	crédule
4412	positive	créer
4413	positive	crémaillère
4414	negative	crémation
4415	positive	crème
4416	positive	crémerie
4417	positive	crémier
4418	positive	créneau
4419	positive	créole
4420	positive	crêpe
4421	positive	crêper
4422	negative	crépitement
4423	negative	crépiter
4424	positive	crescendo
4425	negative	crête
4426	negative	creuser
4427	negative	crevaison
4428	negative	crever
4429	negative	crevette
4430	negative	cri strident
4431	negative	crier
4432	negative	criard
4433	negative	cribler
4434	negative	cribler de trou
4435	positive	cric
4436	positive	cricket
4437	positive	crier de joie
4438	negative	crime
4439	negative	criminalité
4440	positive	crinière
4441	positive	crique
4442	negative	criquet
4443	negative	crise
4444	negative	crisper
4445	negative	crissement
4446	negative	crisser
4447	positive	cristal
4448	positive	cristallin
4449	positive	cristallisation
4450	positive	critère
4451	negative	croassement
4452	negative	croc
4453	positive	crochet
4454	negative	crocodile
4455	positive	croire
4456	negative	croisade
4457	negative	croiser
4458	negative	croisé
4459	positive	croiseur
4460	positive	croisière
4461	positive	croissance
4462	negative	croissance démesuré
4463	positive	croissant
4464	positive	croix
4465	negative	croix gammée
4466	positive	croquant
4467	positive	croquant|croquante
4468	negative	croque mitaine
4469	positive	croque mort
4470	negative	croquer
4471	positive	croquet
4472	positive	croquis
4473	negative	crotale
4474	negative	croupe
4475	positive	croupier
4476	positive	croustillant
4477	negative	croûte
4478	positive	croyance
4479	negative	cruauté
4480	positive	crucial
4481	negative	crucifix
4482	negative	crucifixion
4483	negative	crustacé
4484	negative	crypte
4485	negative	crypter
4486	positive	cryptographie
4487	negative	cube
4488	positive	cueillir
4489	positive	cuillère
4490	positive	cuillère à soupe
4491	positive	cuillerée
4492	positive	cuir
4493	positive	cuir brut
4494	negative	cuir chevelu
4495	positive	cuire
4496	positive	cuiseur vapeur
4497	positive	cuisiner
4498	positive	cuisine
4499	positive	cuisinier
4500	positive	cuisinier|cuisinière
4501	positive	cuisson
4502	negative	cuit|cuite
4503	positive	cuivre
4504	positive	cuivrer
4505	negative	cul
4506	negative	culasse
4507	positive	culinaire
4508	positive	culminer
4509	negative	culotte
4510	negative	culpabilité
4511	positive	culture
4512	negative	cumulus
4513	negative	cupide
4514	negative	cupidité
4515	positive	curable
4516	positive	curateur
4517	positive	curcuma
4518	positive	curling
4519	positive	curry
4520	positive	curviligne
4521	negative	cuticule
4522	negative	cutter
4523	positive	cuvée
4524	negative	cyanure
4525	positive	cycle
4526	positive	cyclique
4527	positive	cycliste
4528	negative	cyclone
4529	positive	cygne
4530	positive	cylindre
4531	positive	cylindrique
4532	positive	cymbale
4533	negative	cynique
4534	negative	cytomégalovirus
4535	positive	cytoplasme
4536	positive	d accord
4537	positive	d actualité
4538	negative	d essai
4539	negative	d humeur changeant
4540	positive	d intérieur
4541	negative	d occasion
4542	positive	d or
4543	positive	dactylo
4544	positive	dactylographe
4545	negative	dague
4546	positive	dallage
4547	positive	dalle
4548	positive	dame
4549	negative	damnation
4550	negative	damner
4551	positive	damoiselle
4552	positive	dandy
4553	negative	danger
4554	negative	dangeureuses
4555	positive	dans le monde entier
4556	positive	dans le secret
4557	positive	dans le sen|sens de le longueur
4558	positive	danse
4559	positive	danser
4560	negative	dard
4561	positive	date
4562	positive	date anniversaire
4563	positive	dauphin
4564	positive	dé à coudre
4565	negative	de banlieue
4566	positive	de baptême
4567	positive	de base
4568	positive	de bon augure
4569	positive	de bon c?ur
4570	positive	de bon goût
4571	positive	de bureau
4572	positive	de cabaret
4573	positive	de ce côté là
4574	negative	de citron
4575	positive	de conclusion
4576	positive	de confirmation
4577	negative	de consolation
4578	negative	de contrebande
4579	negative	de côté
4580	positive	de cuisine
4581	negative	de démolition
4582	negative	de façade
4583	positive	de face
4584	positive	de façon constant
4585	positive	de façon décontracté
4586	positive	de façon identique
4587	positive	de façon introspectif
4588	positive	de félicitation
4589	positive	de fer
4590	positive	de fête
4591	negative	de force
4592	positive	de fort carrure
4593	negative	de fortune
4594	positive	de gala
4595	positive	de gouverneur
4596	positive	de jeu
4597	positive	de jour
4598	positive	de le conversation
4599	positive	de le lune
4600	positive	de lancement
4601	positive	de luxe
4602	negative	de manière choquant
4603	positive	de manière exquis
4604	negative	de manière inattendu
4605	positive	de manière satisfaisant
4606	negative	de marée
4607	positive	de marié
4608	positive	de marque déposer
4609	negative	de masse
4610	negative	de mauvais augure
4611	negative	de mauvais goût
4612	negative	de mauvais qualité
4613	negative	de mauvais réputation
4614	positive	de même
4615	positive	de mesure
4616	negative	de moisir
4617	positive	de montagne
4618	positive	de notre jour
4619	positive	de nouveau
